Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.4	ID	1	1
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.4	IL	1	1
2026-05-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	3	3
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	IL	1	1
2026-05-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	TH	1	1
2026-04-24	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-24	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	3	2
2026-04-24	Rewire	6759087214	Tap	Product page	App Store browse	Open	iPhone	iOS 26.3	JP	1	1
2026-04-24	Rewire	6759087214	Tap	Product page	App Store browse	Get	iPhone	iOS 26.3	JP	1	1
2026-04-24	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	CN	2	1
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	IL	3	3
2026-05-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IL	3	2
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	TH	1	1
2026-04-19	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 26.4	JP	2	2
2026-04-19	Rewire	6759087214	Tap	Product page	App Store browse	Get	iPhone	iOS 26.3	JP	1	1
2026-04-19	Rewire	6759087214	Impression	No page	App Store browse		iPhone	iOS 16.7	JP	1	1
2026-04-19	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	6	4
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IL	1	1
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	4	2
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.4	TH	2	2
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.4	IL	6	1
2026-05-06	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.0	TH	1	1
2026-05-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	TH	5	2
2026-04-23	Rewire	6759087214	Tap	No page	App Store browse	Get	iPhone	iOS 26.3	JP	1	1
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	IL	8	5
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.5	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.3	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	5	4
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	2	2
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 17.6	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-04-20	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.3	JP	1	1
2026-05-07	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	3	2
2026-04-21	Rewire	6759087214	Page view	Product page	Web referrer		Desktop	macOS 15.6	JP	1	1
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.2	CN	1	1
2026-04-21	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	2	2
2026-04-21	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	2	1
2026-04-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	IN	1	1
2026-04-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.5	AE	1	1
2026-04-18	Rewire	6759087214	Page view	Product page	Web referrer		iPhone	iOS 26.4	JP	1	1
2026-04-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	MX	1	1
2026-04-18	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	MX	1	1
2026-04-18	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 18.4	IN	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 15.6	CN	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 18.5	US	3	1
2026-04-26	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.2	JP	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	PH	1	1
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.2	JP	3	2
2026-04-26	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	3	2
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPad	iOS 26.4	JP	1	1
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	CN	1	1
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	AU	2	1
2026-04-22	Rewire	6759087214	Page view	Product page	App Store search		iPhone	iOS 26.3	JP	1	1
2026-04-22	Rewire	6759087214	Page view	Product page	Web referrer		Desktop	macOS 15.6	JP	2	1
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.3	JP	2	2
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	JP	4	3
2026-04-22	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.7	JP	1	1
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 18.1	IL	1	1
2026-05-08	Rewire	6759087214	Impression	No page	App Store search		iPhone	iOS 26.4	TH	1	1
